"id","english_definition","chinese_id.car","chinese_id.simplified_chinese","chinese_id.link","chinese_id.link_nuovo","rom_id.rom"
2047,"at first/suddenly/abruptly/to spread/(of hair) to stand on end/bristling","乍","乍",,,"cha/"
5043,"a thorny tree/sugarcane/Cudrania triloba/three-bristle cudrania (Cudrania tricuspidata)/Chinese mulberry (Cudrania)","柘","柘",,,"che/"
3775,"at once/right away/only/just (emphasis)/as early as/already/as soon as/then/in that case/as many as/even if/to approach/to move towards/to undertake/to engage in/to suffer/subjected to/to accomplish/to take advantage of/to go with (of foods)/with regard to/concerning","就","就",,,"çieu/"
6224,"atrophy","痿","痿",,,"goei\"
3746,"a unit of length/inch/thumb","寸","寸",,,"çụn/"
6503,"auspicious/lucky","禎","祯",,,"ching/"
6527,"autumn/fall/harvest time or surname Qiu","秋","鞦",,,"çieu¯'"
2286,"auxiliary/spare/deputy/second/sub-","倅","倅",,,"çȯ˘"
2287,"auxiliary/spare/deputy/second/sub-","倅","倅",,,"çui/'"
3590,"avaricious","婪","婪",,,"lan^"
5851,"a vassal state of Zhou in modern Hebei and Liaoning/north Hebei/the four Yan kingdoms of the Sixteen Kingdoms or swallow (family Hirundinidae)/old variant of 宴[yàn]","燕","燕",,,"ien¯"
5852,"a vassal state of Zhou in modern Hebei and Liaoning/north Hebei/the four Yan kingdoms of the Sixteen Kingdoms or swallow (family Hirundinidae)/old variant of 宴[yàn]","燕","燕",,,"ien/"
2075,"a well/CL:口[kǒu]/neat/orderly or one of the 28 constellations of Chinese astronomy/surname Jing","井","井",,,"çing\"
2990,"a whistle/sentry","哨","哨",,,"xao/"
2991,"a whistle/sentry","哨","哨",,,"çiao/'"
2992,"a whistle/sentry","哨","哨",,,"siao¯"
4419,"awkward/clumsy/dull/inelegant/(polite) my/Taiwan pr. [zhuó]","拙","拙",,,"chue˘"
5138,"a wooden or bamboo pen for sheep or cattle/wood or bamboo trestlework/a warehouse","棧","栈",,,"çan\'"
5139,"a wooden or bamboo pen for sheep or cattle/wood or bamboo trestlework/a warehouse","棧","栈",,,"çan/'"
5140,"a wooden or bamboo pen for sheep or cattle/wood or bamboo trestlework/a warehouse","棧","栈",,,"çan\"
5141,"a wooden or bamboo pen for sheep or cattle/wood or bamboo trestlework/a warehouse","棧","栈",,,"çien\"
4792,"axe","斨",,,,"çiang^'"
8793,"axe/flerovium (chemistry)","鈇","𫓧",,,"fu¯"
9595,"a yellow color","黈","黈",,,"teu\˘"
3407,"B","壬","王",,,"jin^"
3864,"B","己","己",,,"ky\"
3950,"B","庚","庚",,,"keng/"
4393,"B","戊","戌",,,"vu/"
4394,"B","戊","戌",,,"meu/"
6268,"B","癸","癸",,,"quei\"
3553,"baby/doll","娃","娃",,,"¨va¯"
3057,"baby or hello (when answering the phone)","喂","喂",,,"goei¯"
7892,"baby's quilt or to bare the upper body","裼","褅",,,"ti/'"
7893,"baby's quilt or to bare the upper body","裼","褅",,,"siė˘"
8498,"back and lower of chariot/short/low","輊","輕",,,"chi/"
4072,"back/behind/rear/afterwards/after/later","後","后",,,"heu/"
7312,"backbone/strength","膂","呂",,,"liụ\"
4098,"badge/emblem/insignia/crest/logo/coat of arms","徽","徽",,,"hoei¯"
900,"badger","獾","獾",,,"huon¯"
3398,"bad/spoiled/broken/to break down/(suffix) to the utmost","壞","坏",,,"quai/'"
3399,"bad/spoiled/broken/to break down/(suffix) to the utmost","壞","坏",,,"hoai/"
3400,"bad/spoiled/broken/to break down/(suffix) to the utmost","壞","坏",,,"hoei\"
3727,"bad/useless/weak","寙","寙",,,"iụ\"
6638,"bad/useless/weak","窳","窊",,,"iụ\"
5305,"bad/wicked/evil","歹","𣦵",,,"tai^"
9480,"Bagridae (catfish family)","鱨","鲿",,,"chang^'"
5356,"ball","毬","毬",,,"kieu^'"
3226,"ball (of wool)","團","团",,,"tuon^'"
2040,"ball/pellet/pill","丸","丸",,,"huon^"
6021,"ball/sphere/globe/CL:個|个[gè]/ball game/match/CL:場|场[chǎng]","球","球",,,"kieu^'"
5816,"balmy/nicely warm/cozy/Taiwan pr. [xǔ]","煦","煦",,,"hiụ/"
5817,"balmy/nicely warm/cozy/Taiwan pr. [xǔ]","煦","煦",,,"hiụ\"
7609,"bamboo basket","蓧","蓧",,,"tiao/'"
6717,"bamboo etc)/silkworm basket/metal foil/foil paper","箔","箔",,,"po˘"
6695,"bamboo fish trap","筌","筌",,,"çiuen¯'"
5385,"bamboo fish trap/used in names of places connected with Shantou 汕頭|汕头[Shàn tóu]","汕","汕",,,"xan\"
6742,"bamboo flute with 7 or 8 holes","篪","篪",,,"chi^'"
6714,"bamboo flute with 8 holes","[.]_477_4_prin","篪","https://dict.variants.moe.edu.tw/dictView.jsp?ID=65891",,"chi^'"
6710,"bamboo mat for sitting","筵","筵",,,"ien^"
6691,"bamboo mold","笵","笵",,,"fan/"
6680,"bamboo rain hat","笠","笠",,,"liė˘"
6696,"bamboo shoot","筍","笋",,,"siụn\"
6725,"(bamboo)/skin of bamboo","箬","箬",,,"jo˘"
6746,"bamboo splints for baskets","篾","篾",,,"mie˘"
7635,"banana or see 蕉萃[qiáo cuì]","蕉","蕉",,,"çiao¯"
3901,"band/belt/girdle/ribbon/tire/area/zone/region/CL:條|条[tiáo]/to wear/to carry/to take along/to bear (i.e. to have)/to lead/to bring/to look after/to raise","帶","带",,,"tai/"
2727,"bandit/(literary) not","匪","匪",,,"fy¯"
2370,"[bang1]","傍","傍",,,"pang^'"
2371,"[bang1]","傍","傍",,,"peng^'"
2372,"[bang1]","傍","傍",,,"pang/'"
9405,"bang (hair)/fashionable/mane","髦","髦",,,"mao^"
3236,"bank","圯","圮",,,"y^"
4009,"banker's anti-fraud numeral two","弍","二",,,"lh/"
6282,"bank/marsh","皋","皋",,,"kao¯"
5648,"bank of a river","滸","浒",,,"hu\"
3818,"bank/shore/beach/coast/CL:個|个[gè]","岸","岸",,,"ngan/"
3920,"banner","幡","幡",,,"fan¯"
4817,"banner","旐","旐",,,"chao/"
4811,"banner decorated with animal's tail or variant of 耄[mào]","旄","旄",,,"mao/"
4813,"banner decorated with animal's tail or variant of 耄[mào]","旄","旄",,,"mao^"
4819,"banner/flag/(in Qing times) Manchu (cf. 八旗[Bā qí])/administrative subdivision in inner Mongolia equivalent to 縣|县[xiàn] county/CL:面[miàn]","旗","旗",,,"ki^'"
4816,"banner/make manifest","旌","旌",,,"çing¯"
3921,"banner or classifier for buildings/carriage curtain (old)","幢","幢",,,"choang^'"
3922,"banner or classifier for buildings/carriage curtain (old)","幢","幢",,,"tung^'"
4821,"banner with falcons/mussed up hair","旟","旟",,,"iụ^"
5188,"banyan tree/Ficus wightiana","榕","榕",,,"iung^"
5249,"bar/cage/gratings","櫳","栊",,,"lung^"
8372,"barefooted","跣","跣",,,"sien\"
2401,"barely/only/merely","僅","仅",,,"kin¯"
9589,"barley","麰","麰",,,"meu^"
2290,"barn/granary/storehouse/cabin/hold (in ship)","倉","仓",,,"çang¯'"
6563,"barnyard millet (Echinochloa crus-galli)/Panicum crus-galli/(literary) insignificant/trivial","稗","稗",,,"pai/"
3297,"base/foundation/basic/radical (chemistry)/(slang) gay","基","基",,,"ki¯"
6293,"basin/wide-mouthed jar or pot","盂","盂",,,"iụ^"
6751,"basket","簍","篓",,,"leu\"
6782,"basket","籮","箩",,,"lo^"
6709,"basket/bucket","筲","筲",,,"xao¯"
6698,"basket/CL:隻|只[zhī]","筐","筐",,,"quang¯'"
6757,"basket for carrying soil","簣","篑",,,"quei/'"
6780,"basket for fruits","籩","笾",,,"pien¯"
6768,"basket (receptacle)/basket (in basketball)","籃","篮",,,"lan^"
6755,"basket used in state worship","簠","簠",,,"fu\"
3867,"Ba state during Zhou dynasty (in east of modern Sichuan)/abbr. for east Sichuan or Chongqing/surname Ba/abbr. for Palestine or Palestinian/abbr. for Pakistan or such as 尾巴[wei3 ba5]","巴","巴",,,"pa¯"
7783,"bat","蝠","蝠",,,"fȯ˘"
7781,"bat/also pr. [biǎn]","蝙","蝙",,,"pien¯"
6495,"batches","票","票",,,"piao¯'"
6496,"batches","票","票",,,"piao/'"
5699,"bath","澡","澡",,,"çao\"
5520,"bath/to bathe","浴","浴",,,"iȯ˘"
8800,"battle-ax","鉞","戉",,,"iue˘"
3305,"battlements","堞","堞",,,"tie˘'"
3272,"battlement/target or pile","垛","垛",,,"to\'"
9003,"bay/cove","隈","隈",,,"goei¯"
5755,"bay/gulf/to cast anchor/to moor (a boat)","灣","湾",,,"¨van\"
5792,"beacon fire","烽","烽",,,"fung¯"
2946,"beak of bird/peck at","咮","咮",,,"chu̇/"
2947,"beak of bird/peck at","咮","咮",,,"chu̇¯"
2948,"beak of bird/peck at","咮","咮",,,"cheu¯"
2949,"beak of bird/peck at","咮","咮",,,"chu̇¯"
3076,"beak/snout/mouth/to pant","喙","喙",,,"cheu/"
3077,"beak/snout/mouth/to pant","喙","喙",,,"hoei/"
3078,"beak/snout/mouth/to pant","喙","喙",,,"chui/'"
5101,"beam of roof/bridge or name of Kingdoms and Dynasties at different periods/surname Liang","𣑱",,,,"leang^"
5102,"beam of roof/bridge or name of Kingdoms and Dynasties at different periods/surname Liang","梁","梁",,,"leang^"
5097,"beam/rafter","桴","桴",,,"feu¯"
5098,"beam/rafter","桴","桴",,,"fu¯"
5164,"beam/rafter/classifier for rooms","椽","椽",,,"chuen^'"
5152,"beams in roof/confused","棼","棼",,,"fuen¯"
5153,"beams in roof/confused","棼","棼",,,"fuen^"
5829,"bear/(coll.) to scold/to rebuke/(coll.) weak/incapable or surname Xiong","熊","熊",,,"hiung^"
5830,"bear/(coll.) to scold/to rebuke/(coll.) weak/incapable or surname Xiong","熊","熊",,,"tai/"
5831,"bear/(coll.) to scold/to rebuke/(coll.) weak/incapable or surname Xiong","熊","熊",,,"ty/'"
9416,"beard/mustache/feeler (of an insect etc)/tassel","鬚","须",,,"siụ¯"
9415,"beard/mustache/whiskers","鬍","胡",,,"hu^"
5990,"beast/animal/beastly/bestial","獸","兽",,,"xeu/"
4660,"beat","撾","挝",,,"cha¯"
5158,"beat","椓","椓",,,"cho˘"
2937,"beat a drum/startle","咢","咢",,,"nio˘"
9168,"beatings","頓","顿",,,"tụn/"
4663,"beat/to grind or to beat (a drum)","擂","擂",,,"lui^"
3506,"beautiful","妍","妍",,,"ien^"
3640,"beautiful","孌","娈",,,"liuen/"
6796,"beautiful/bright/splendid/smilingly","粲","粲",,,"çan/'"
3561,"beautiful/graceful","娟","娟",,,"iuen¯"
3562,"beautiful/graceful","娟","娟",,,"kiuen¯"
6930,"beautiful/open-work silk","綺","绮",,,"ki\'"
6931,"beautiful/open-work silk","綺","绮",,,"ki\'"
9577,"beautiful or Korea","麗","丽",,,"li^"
9578,"beautiful or Korea","麗","丽",,,"li/"
7679,"beautiful or surname Xu","藇","藇",,,"siụ/"
7102,"beautiful/very satisfactory/good/to beautify/to be pleased with oneself or the Americas/abbr. for 美洲[Měi zhōu]/USA/abbr. for 美國|美国[Měi guó]","美","美",,,"y^"
7103,"beautiful/very satisfactory/good/to beautify/to be pleased with oneself or the Americas/abbr. for 美洲[Měi zhōu]/USA/abbr. for 美國|美国[Měi guó]","美","美",,,"moei\"
3548,"beauty/disposition/looks/appearance","姿","姿",,,"çu̇¯"
3549,"beauty/disposition/looks/appearance","姿","姿",,,"çụ/"
3550,"beauty/disposition/looks/appearance","恣",,,,"çụ/"
3944,"bed/couch/classifier for beds/CL:張|张[zhāng]","床","床",,,"choang^'"
2833,"bee etc)/to say repeatedly/to urge insistently/to ask repeatedly/to stick to a point/(onom.) tinkling or jingling sound","叮","叮",,,"ting¯"
7497,"beefsteak plant (Perilla frutescens)/soft/weak","荏","荏",,,"jin\"
4939,"beginning/first day of lunar month/north","朔","朔",,,"so˘"
6948,"beginnings/clues/mental state/thread","緒","绪",,,"siụ/"
6228,"be injured/ill (of animals)","瘏","瘏",,,"tu^'"
5933,"be intimate with","狎","狎",,,"hia˘"
7730,"bell pendant stand","虡","虡",,,"kiụ\'"
7353,"belly/skin/to state/to pass on information/to display","臚","胪",,,"lu^"
7354,"belly/skin/to state/to pass on information/to display","臚","胪",,,"liụ^"
2560,"bench/stool","凳","凳",,,"teng/"
8458,"bend/leap","躩","躩",,,"kio˘'"
7980,"bent upwards/taut","觩","觓",,,"kieu^'"
2441,"best man/to entertain","儐","傧",,,"pin/"
7470,"betel","茇","茇",,,"po˘'"
5241,"betel palm (Areca catechu)/betel nut/Taiwan pr. [bīn]","檳","槟",,,"pin¯"
4156,"bewildering/odd/strange/uncanny/devil/monster/to wonder at/to blame/quite/rather","怪","怪",,,"quai/"
2429,"biased/low/rustic/secluded","僻","僻",,,"pie˘'"
7348,"biceps (in Chinese medicine)/(arch.) forelimbs of livestock animal","臑","臑",,,"ju^"
7349,"biceps (in Chinese medicine)/(arch.) forelimbs of livestock animal","臑","臑",,,"nao/"
7350,"biceps (in Chinese medicine)/(arch.) forelimbs of livestock animal","臑","臑",,,"juen\"
5051,"bier","[.]_295_8","柩","https://dict.variants.moe.edu.tw/dictView.jsp?ID=20911","https://dict.variants.moe.edu.tw/dictView.jsp?ID=20911","kieu/"
2244,"big","悞",,,,"ngu/"
2245,"big","[.]_20_7_prin","俣",,"https://dict.variants.moe.edu.tw/dictView.jsp?ID=54205","iu\"
3483,"big","奜","斐",,,"fy¯"
7050,"big banner/feather banner or fan","[.]_510_3","纛","https://dict.variants.moe.edu.tw/dictView.jsp?ID=67001","https://dict.variants.moe.edu.tw/dictView.jsp?ID=67001","tao^'"
7051,"big banner/feather banner or fan","[.]_510_3","纛","https://dict.variants.moe.edu.tw/dictView.jsp?ID=67001","https://dict.variants.moe.edu.tw/dictView.jsp?ID=67001","tȯ˘'"
7052,"big banner/feather banner or fan","[.]_510_3","纛","https://dict.variants.moe.edu.tw/dictView.jsp?ID=67001","https://dict.variants.moe.edu.tw/dictView.jsp?ID=67001","tao\"
7053,"big banner/feather banner or fan","[.]_510_3","纛","https://dict.variants.moe.edu.tw/dictView.jsp?ID=67001","https://dict.variants.moe.edu.tw/dictView.jsp?ID=67001","tao/"
8482,"big bone","軱","軱",,,"ku¯"
7979,"big/cup made of horn/horn wine container","觥","觥",,,"queng¯"
8872,"big cymbals","鐃","铙",,,"nao/"
8873,"big cymbals","鐃","铙",,,"naoˆ"
3977,"big/empty/open","廓","廓",,,"quo˘'"
7663,"big/hungry-looking","薖","薖",,,"ko'¯"
2343,"big/large/great","偉","伟",,,"goei^"
7331,"big piece of meat/dried meat","膴","膴",,,"vu\"
7332,"big piece of meat/dried meat","膴","膴",,,"hu¯"
5721,"big wave/Taiwan pr. [táo]","濤","涛",,,"tao^'"
6771,"big winnow basket","籓","籓",,,"fan^"
6546,"billion","秭","秭",,,"çụ\"
7108,"billy goat/ram","羝","羝",,,"ti¯"
6994,"bind/bond","縲","缧",,,"lui^"
7038,"bind/cord","纆","𬙊",,,"me˘"
6985,"bind/cord/tie up","縢","縢",,,"teng^'"
6914,"bind/cord/twist","綯","绹",,,"tao^'"
6915,"bind up/string together","綰","绾",,,"v̈on\"
6916,"bind up/string together","綰","绾",,,"van\"
3200,"bin for grain or to store/hoard","囤","囤",,,"tụn^'"
2388,"biography/historical narrative/commentaries/relay station or to pass on/to spread/to transmit/to infect/to transfer/to circulate/to conduct (electricity)","傳","傅",,,"chuen/"
2389,"biography/historical narrative/commentaries/relay station or to pass on/to spread/to transmit/to infect/to transfer/to circulate/to conduct (electricity)","傳","傅",,,"chuen^'"
4976,"birchleaf pear (tree)/to stop/to prevent/to restrict or surname Du","杜","杜",,,"tu/"
4977,"birchleaf pear (tree)/to stop/to prevent/to restrict or surname Du","杜","杜",,,"tu\'"
7094,"bird net","罿","罿",,,"tung\'"
7095,"bird net","罿","罿",,,"chung¯'"
9521,"bird of prey","鵰","雕",,,"tiao'¯"
9529,"(bird species of China) western osprey (Pandion haliaetus)","鶚","鹗",,,"ngo˘"
8068,"birth/birthday/brag/boast/to increase","誕","诞",,,"tan/"
6213,"birthmark/mole","痣","痣",,,"chi/"
8806,"bit (of a bridle)/to hold in the mouth/to harbor (feelings)/to link/to accept/rank/title","銜","衔",,,"hienˆ"
3794,"bits/fragments/crumbs/filings/trifling/trivial/to condescend to","屑","屑",,,"sie˘"
7454,"bitter/hardship/pain/to suffer/to bring suffering to/painstakingly","苦","苦",,,"ku\'"
9607,"black/dark green","黝","黝",,,"ieu\"
7106,"black ewe","羖","羖",,,"ku\"
9379,"black horse/jet steed/good horse/legendary black dragon","驪","骊",,,"li^"
9325,"black horse with white legs","驈","驈",,,"iu̇˘"
9041,"black horse with white mane/fearful","雒","雒",,,"lo˘"
6001,"black jade/nine (banker's anti-fraud numeral)","玖","九",,,"kieu\"
6545,"black millet","秬","秬",,,"kiu\"
5994,"black/mysterious","玄","玄",,,"hiuen^"
5922,"black ox/yak","犛","犛",,,"li^"
7264,"bladder","胱","胱",,,"quang¯"
5357,"blanket/rug","毯","毯",,,"tan\'"
5844,"blaze of fire/glorious","燁","烨",,,"ie˘"
6007,"blemish/disgrace/flaw in jade","玷","玷",,,"tien/"
6186,"blemish/flaw/defect","疵","疵",,,"çu̇\"
6187,"blemish/flaw/defect","疵","疵",,,"çụ^'"
6040,"blemish/flaw in jade","瑕","瑕",,,"hia^"
6317,"blind","盲","盲",,,"meng^"
6375,"blind","瞍","瞍",,,"seu\"
6376,"blind/groundlessly/foolishly/to no purpose","瞎","瞎",,,"hia˘"
6270,"blind/imperceptive","眛","眛",,,"moei/"
6327,"blind in one eye/blind/tiny/humble/to stare","眇","眇",,,"miao\"
6389,"blind/undiscerning","瞽","瞽",,,"ku\"
3366,"block/gate pillar/pier/classifier for clusters of plants/classifier for rounds in a card game: trick","墩","墩",,,"tụn/"
5633,"blue-green or azure (of water)/vast (of water)/cold","滄","沧",,,"chang^'"
5634,"blue-green or azure (of water)/vast (of water)/cold","滄","沧",,,"çang¯'"
7135,"bluish-green/green jade","翠","翠",,,"çui/'"
9391,"blunt/fish bones/unyielding","骾","骾",,,"keng\"
7402,"blunt/tough/chewy or symbolizing mountain/☶/ancient Chinese compass point: 45° (northeast)","艮","民",,,"ken/"
8327,"blushing with shame","赧","赧",,,"nan\"
7751,"boa","蚺","蚺",,,"jenˆ"
6688,"board under tiles on roof/narrow","笮","笮",,,"ça/"
6689,"board under tiles on roof/narrow","笮","笮",,,"çe˘"
3126,"boastful/bombastic","嘐","嘐",,,"hiao¯"
3127,"boastful/bombastic","嘐","嘐",,,"kiao¯"
7539,"Bodhisattva","菩","菩",,,"pai/"
7540,"Bodhisattva","菩","菩",,,"pu^'"
7672,"Bodhisattva/surname Sa","薩","萨",,,"sa˘"
9399,"body/form/style/system/substance/to experience/aspect (linguistics)","體","体",,,"ti\'"
8460,"body/oneself/personally/to bow","躬","躬",,,"kung¯"
7455,"Boehmeria nivea/Chinese grass","苧","苎",,,"chụ\'"
6176,"boil/carbuncle","疔","疒",,,"ting¯"
5591,"boil raw silk","湅","湅",,,"lien/"
9380,"bone","骨","骨",,,"kȯ˘"
9389,"bones of the body","骸","骸",,,"hiai^"
9106,"boots","靴","靴",,,"hiue¯"
6166,"border/boundary","疆","疆",,,"kiang¯"
6144,"border/boundary/field-path","畛","畛",,,"chin\"
9013,"border/edge/boundary/interval/between/inter-/to meet/time/occasion/to meet with (circumstances)","際","际",,,"çi/"
5535,"border/horizon/shore","涯","涯",,,"ia^"
5536,"border/horizon/shore","涯","涯",,,"iai^"
3348,"border/place/condition/boundary/circumstances/territory","境","境",,,"king\"
7199,"born deaf/deaf/obtuse","聵","聩",,,"hoei/"
7200,"born deaf/deaf/obtuse","聵","聩",,,"quei/"
6437,"boron (chemistry)","硼","硼",,,"peng^'"
8536,"B or surname Xin","辛","辛",,,"sin¯"
7613,"Boschniakia glabra","蓯","苁",,,"çung'¯"
2712,"bottle gourd/Lagenaria vulgaris","匏","匏",,,"pao^'"
3269,"boundary","垓","垓",,,"kai¯"
